,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
110,20140914.1739,Person,Nuisance Fire,49.087500000000006,-121.6986,0.0
111,20080415.1849,Person,Nuisance Fire,48.7663,-123.611,0.0
112,20100731.2049,Person,Nuisance Fire,49.9157,-124.6449,0.0
113,20090628.1709,Person,Nuisance Fire,50.0094,-121.669,0.0
114,20090612.1342,Person,Nuisance Fire,49.1936,-124.1315,0.0
115,20160713.1357,Unknown,Other,49.7633,-121.8602,0.0
116,20180620.1332,Unknown,Smoke Chase,51.8718,-122.8064,0.0
117,20140718.1336,Person,Nuisance Fire,49.8138,-123.2099,0.0
118,20140428.1116,Unknown,Other,50.5343,-123.0762,0.0
119,20080909.1809,Person,Nuisance Fire,49.0459,-124.1055,0.0
120,20170916.1341,Person,Nuisance Fire,49.1259,-121.5807,0.0
121,20090416.22,Unknown,Other,49.3187,-119.667,0.0
122,20090701.1504,Person,Nuisance Fire,49.5183,-121.7672,0.0
123,20140630.1204,Person,Nuisance Fire,49.7457,-126.0729,0.0
124,20080628.1845,Person,Nuisance Fire,49.48,-121.21,0.0
125,20200315.205417,Unknown,Nuisance Fire,49.131,-123.9697,0.0
126,20080810.133,Person,Nuisance Fire,49.2253,-115.2213,0.0
127,20110802.0928,Person,Nuisance Fire,49.0565,-122.1987,0.0
128,20040625.2018,Unknown,Nuisance Fire,49.8167,-124.1667,0.0
129,20180527.1444,Person,Nuisance Fire,49.4737,-122.0004,0.0
130,20090614.1615,Person,Nuisance Fire,49.4952,-121.2249,0.0
131,20100905.1519,Person,Nuisance Fire,49.4787,-121.2493,0.0
132,20040805.2053,Person,Nuisance Fire,49.034200000000006,-123.9069,0.0
133,20150503.1545,Person,Nuisance Fire,48.6437,-123.7357,0.0
134,20110910.1724,Person,Nuisance Fire,49.084900000000005,-121.683,0.0
135,20090607.1809,Person,Nuisance Fire,49.5133,-121.7676,0.0
136,20100523.1334,Person,Nuisance Fire,49.083400000000005,-121.7697,0.0
137,20070720.0454,Person,Nuisance Fire,48.65,-123.62,0.0
138,20100726.0606,Person,Nuisance Fire,49.2854,-124.5902,0.0
139,20090621.1631,Person,Nuisance Fire,49.9894,-121.7625,0.0
140,20100829.1724,Person,Nuisance Fire,49.075300000000006,-121.7704,0.0
141,20110917.1324,Person,Nuisance Fire,49.1065,-121.6392,0.0
142,20100905.1216,Person,Nuisance Fire,49.308,-123.3258,0.0
143,20110728.1732,Person,Nuisance Fire,49.083200000000005,-121.9788,0.0
144,20040730.2044,Person,Nuisance Fire,49.307500000000005,-122.762,0.0
145,20050809.1249,Person,Nuisance Fire,49.083200000000005,-122.0027,0.0
146,20100826.1512,Person,Nuisance Fire,49.4969,-124.9433,0.0
147,20140519.1618,Person,Nuisance Fire,49.8159,-124.3029,0.0
148,20000522.12,Person,Nuisance Fire,49.026700000000005,-117.3786,0.0
149,20120903.1547,Person,Nuisance Fire,50.2163,-126.9523,0.0
150,20170707.1508,Unknown,Smoke Chase,54.3051,-121.8601,0.0
151,20090731.2333,Person,Nuisance Fire,49.163700000000006,-122.6245,0.0
152,20121007.1335,Person,Nuisance Fire,49.7828,-124.1906,0.0
153,20170722.172,Person,Nuisance Fire,51.020300000000006,-122.4705,0.0
154,20170802.1535,Person,Nuisance Fire,50.0048,-121.7266,0.0
155,20070607.1258,Person,Nuisance Fire,48.642,-123.5575,0.0
156,20140706.1508,Person,Nuisance Fire,49.5734,-121.8167,0.0
157,20120903.1305,Person,Nuisance Fire,49.0841,-121.743,0.0
158,20170504.183,Unknown,Smoke Chase,56.9222,-122.0471,0.0
159,20130724.2245,Person,Nuisance Fire,49.4452,-125.0963,0.0
160,20110727.1702,Person,Nuisance Fire,49.195,-124.136,0.0
161,20090720.1527,Person,Nuisance Fire,49.4571,-121.8559,0.0
162,20100729.1858,Lightning,Duplicate,54.9148,-128.9665,0.0
163,20090705.2032,Lightning,Nuisance Fire,50.05,-125.33,0.0
164,20110824.1339,Person,Nuisance Fire,49.3147,-124.345,0.0
165,20130804.1603,Person,Nuisance Fire,53.970200000000006,-131.8719,0.0
166,20090725.1334,Person,Nuisance Fire,49.1935,-124.1316,0.0
167,20110724.1331,Person,Nuisance Fire,49.904900000000005,-124.5194,0.0
168,20110822.1439,Person,Nuisance Fire,49.6321,-121.9686,0.0
169,20180531.1743,Person,Nuisance Fire,49.3792,-121.3351,0.0
170,20140713.203,Person,Nuisance Fire,49.520900000000005,-121.7677,0.0
171,20100910.1223,Person,Nuisance Fire,49.7152,-123.0566,0.0
172,20100905.1433,Person,Nuisance Fire,49.5745,-121.8187,0.0
173,20100627.1404,Person,Nuisance Fire,49.0998,-121.6656,0.0
174,20110726.02,Person,Nuisance Fire,49.575500000000005,-121.1813,0.0
175,20100620.1908,Person,Nuisance Fire,49.985400000000006,-121.7619,0.0
176,20100717.2251,Person,Nuisance Fire,50.0637,-124.9903,0.0
177,20140810.1505,Person,Nuisance Fire,49.0409,-118.2053,0.0
178,20120916.1609,Person,Nuisance Fire,49.5186,-121.7675,0.0
179,20100715.1607,Person,Nuisance Fire,49.0641,-122.292,0.0
180,20110523.1505,Person,Nuisance Fire,49.3577,-124.5513,0.0
181,20090701.2114,Person,Nuisance Fire,48.662600000000005,-123.702,0.0
182,20100908.0221,Person,Nuisance Fire,48.839000000000006,-123.8249,0.0
183,20080910.1343,Person,Nuisance Fire,50.5,-127.3667,0.0
184,20130630.1547,Person,Nuisance Fire,49.1249,-121.584,0.0
185,20090724.2224,Person,Nuisance Fire,49.107400000000005,-121.6388,0.0
186,20010707.13,Person,Nuisance Fire,50.5667,-120.1667,0.0
187,20180514.1149,Unknown,Nuisance Fire,52.8584,-122.983,0.0
188,20121008.1906,Person,Nuisance Fire,50.0647,-123.1129,0.0
189,20130725.2232,Person,Nuisance Fire,49.6414,-125.0854,0.0
190,20100705.1841,Person,Nuisance Fire,50.003800000000005,-123.1106,0.0
191,20160806.1253,Person,Nuisance Fire,49.072,-121.8428,0.0
192,20120715.144,Lightning,Nuisance Fire,49.5726,-121.8148,0.0
193,20110724.152,Person,Nuisance Fire,50.05,-126.1,0.0
194,20100703.18,Person,Nuisance Fire,49.136300000000006,-121.1682,0.0
195,20110828.1306,Person,Nuisance Fire,49.9223,-124.6613,0.0
196,20130915.1746,Lightning,Nuisance Fire,54.3385,-126.4012,0.0
197,20000604.1335,Person,Smoke Chase,57.416700000000006,-122.75,0.0
198,20130803.2111,Person,Nuisance Fire,49.4335,-121.8417,0.0
199,20100803.2046,Person,Nuisance Fire,49.9524,-124.6845,0.0
200,20000729.18,Person,Nuisance Fire,58.67,-124.55,0.0
201,20160703.1704,Person,Nuisance Fire,49.5945,-121.8267,0.0
202,20150706.1306,Person,Nuisance Fire,50.1353,-122.9527,0.0
203,20140519.1833,Person,Nuisance Fire,49.6649,-121.8593,0.0
204,20090802.1148,Person,Nuisance Fire,49.6906,-123.1203,0.0
205,20090607.1616,Person,Nuisance Fire,49.4335,-121.8417,0.0
206,20070715.1248,Person,Nuisance Fire,49.2347,-121.9048,0.0
207,20090905.1712,Person,Nuisance Fire,50.1206,-125.2371,0.0
208,20080907.172,Person,Nuisance Fire,49.3311,-124.4958,0.0
209,20090809.1828,Person,Nuisance Fire,49.3248,-124.9092,0.0
210,20080818.1955,Lightning,Nuisance Fire,50.3828,-124.6074,0.0
211,20100922.1436,Person,Nuisance Fire,49.0739,-122.5827,0.0
212,20100522.1714,Person,Nuisance Fire,49.8065,-124.4771,0.0
213,20160724.1345,Person,Nuisance Fire,50.1242,-123.3988,0.0
214,20120903.1414,Person,Nuisance Fire,49.133300000000006,-124.8667,0.0
215,20170828.1637,Person,Nuisance Fire,49.5961,-121.9296,0.0
216,20080819.1201,Person,Nuisance Fire,49.7118,-123.9698,0.0
217,20110821.1432,Person,Nuisance Fire,49.5193,-121.7678,0.0
218,20070818.1057,Person,Nuisance Fire,49.6135,-121.0461,0.0
219,20100620.1722,Person,Nuisance Fire,49.4592,-121.857,0.0
220,20110523.1959,Person,Nuisance Fire,49.1032,-121.1513,0.0
221,20100717.1429,Person,Nuisance Fire,49.5111,-121.7674,0.0
222,20130813.205,Person,Nuisance Fire,49.2915,-124.6549,0.0
223,20000821.0932,Person,Nuisance Fire,49.3179,-121.224,0.0
224,20150517.1547,Person,Nuisance Fire,49.5765,-121.8225,0.0
225,20110828.2015,Person,Nuisance Fire,49.4116,-125.0876,0.0
226,20110911.1336,Person,Nuisance Fire,49.520700000000005,-121.7679,0.0
227,20130508.1109,Person,Nuisance Fire,49.1326,-123.9487,0.0
228,20110828.1551,Person,Nuisance Fire,50.2472,-123.5795,0.0
229,20090824.0951,Lightning,Duplicate,49.049600000000005,-121.1309,0.0
230,20080727.1337,Person,Nuisance Fire,49.3885,-121.4415,0.0
231,20130504.1513,Unknown,Other,49.6724,-119.5658,0.0
232,20040617.1515,Person,Nuisance Fire,50.0791,-125.2525,0.0
233,20110523.1605,Person,Nuisance Fire,49.45,-125.13,0.0
234,20120603.2024,Person,Nuisance Fire,48.7757,-123.6195,0.0
235,20130520.1652,Person,Nuisance Fire,49.5719,-121.8134,0.0
236,20120806.1447,Person,Nuisance Fire,50.313300000000005,-122.7982,0.0
237,20090917.1111,Person,Nuisance Fire,50.6516,-126.9832,0.0
238,20130812.1446,Person,Nuisance Fire,49.7244,-124.4278,0.0
239,20120823.1353,Person,Nuisance Fire,49.1072,-121.6363,0.0
240,20030722.1715,Person,Nuisance Fire,48.7743,-123.9517,0.0
241,20110828.1715,Person,Nuisance Fire,48.441,-123.5112,0.0
242,20030802.2231,Person,Nuisance Fire,50.2849,-122.8492,0.0
243,20100524.1554,Person,Nuisance Fire,50.2462,-123.5813,0.0
244,20090614.1415,Lightning,Other,49.337700000000005,-120.5466,0.0
245,20120903.1422,Person,Nuisance Fire,49.5228,-121.7666,0.0
246,20110523.1618,Person,Nuisance Fire,50.1242,-123.3987,0.0
247,20090830.0242,Person,Nuisance Fire,50.11,-123.4,0.0
248,20040814.1415,Person,Nuisance Fire,48.9667,-123.8333,0.0
249,20090801.2151,Person,Nuisance Fire,49.0786,-121.7081,0.0
250,20090827.1528,Lightning,Duplicate,50.6043,-122.7532,0.0
251,20180902.1142,Person,Nuisance Fire,49.1032,-121.6383,0.0
252,20100912.1535,Person,Nuisance Fire,49.4986,-123.3907,0.0
253,20110611.1356,Person,Nuisance Fire,49.1068,-121.6414,0.0
254,20120923.161,Person,Nuisance Fire,49.4441,-121.8475,0.0
255,20000618.11,Person,Nuisance Fire,57.0,-122.3833,0.0
256,20110617.2151,Person,Nuisance Fire,49.2596,-124.9284,0.0
257,20170927.1126,Person,Nuisance Fire,52.6568,-119.1917,0.0
258,20120723.1351,Person,Nuisance Fire,54.0144,-125.7365,0.0
259,20120922.1907,Person,Nuisance Fire,49.0895,-121.7897,0.0
260,20100719.1305,Person,Nuisance Fire,49.8355,-123.1858,0.0
261,20070709.1607,Person,Nuisance Fire,49.0667,-117.05,0.0
262,20131027.1652,Person,Nuisance Fire,49.5296,-124.9655,0.0
263,20110608.1902,Person,Nuisance Fire,48.6648,-123.6261,0.0
264,20090705.19,Person,Nuisance Fire,49.2396,-121.6026,0.0
265,20170808.1034,Unknown,Smoke Chase,54.9172,-122.9827,0.0
266,20180526.1037,Unknown,Smoke Chase,53.8513,-122.6932,0.0
267,20090725.2006,Lightning,Nuisance Fire,49.377500000000005,-123.3899,0.0
268,20160522.1353,Person,Nuisance Fire,49.5124,-121.7673,0.0
269,20130329.1911,Person,Nuisance Fire,49.4898,-121.8837,0.0
270,20110821.1739,Person,Nuisance Fire,49.5075,-121.8493,0.0
271,20050802.1343,Person,Nuisance Fire,48.338,-123.6031,0.0
272,20100829.2,Person,Nuisance Fire,49.5056,-123.7264,0.0
273,20170707.1631,Lightning,Duplicate,53.3475,-122.3669,0.0
274,20100524.1252,Person,Nuisance Fire,49.1665,-121.7373,0.0
275,20180707.1121,Person,Other,49.9296,-121.9765,0.0
276,20110904.1537,Person,Nuisance Fire,48.9295,-123.6317,0.0
277,20070912.1623,Person,Nuisance Fire,50.2353,-125.4965,0.0
278,20070924.0741,Person,Nuisance Fire,49.0938,-121.7993,0.0
279,20060928.102,Person,Nuisance Fire,52.1133,-124.0583,0.0
280,20100923.0538,Person,Nuisance Fire,48.5433,-123.5983,0.0
281,20130710.1245,Person,Nuisance Fire,48.593900000000005,-123.2824,0.0
282,20100905.1232,Person,Nuisance Fire,49.3457,-121.8677,0.0
283,20080812.0903,Person,Nuisance Fire,49.6185,-123.2573,0.0
284,20160928.1457,Person,Nuisance Fire,49.7175,-123.0425,0.0
285,20120804.2131,Person,Nuisance Fire,54.1758,-128.564,0.0
286,20060510.1122,Person,Nuisance Fire,56.2472,-120.2448,0.0
287,20080517.224,Person,Nuisance Fire,49.234100000000005,-124.8484,0.0
288,20160724.1715,Person,Nuisance Fire,49.5825,-121.9174,0.0
289,20110605.1334,Person,Nuisance Fire,49.5178,-123.8207,0.0
290,20100821.2107,Person,Nuisance Fire,49.7056,-125.004,0.0
291,20160827.1751,Person,Nuisance Fire,49.125800000000005,-121.5793,0.0
292,20101010.0341,Person,Nuisance Fire,49.1279,-123.9762,0.0
293,20120804.0708,Person,Duplicate,49.364900000000006,-124.5825,0.0
294,20080416.1726,Person,Nuisance Fire,49.1302,-122.1862,0.0
295,20170814.164,Unknown,Smoke Chase,57.215500000000006,-122.8163,0.0
296,20110821.1514,Person,Nuisance Fire,49.4099,-121.3162,0.0
297,20100704.1318,Person,Nuisance Fire,49.1941,-124.0989,0.0
298,20090628.1826,Person,Nuisance Fire,49.1261,-121.5794,0.0
299,20040623.1837,Person,Nuisance Fire,49.5259,-121.5775,0.0
300,20120805.1517,Person,Nuisance Fire,49.5185,-121.7671,0.0
301,20080720.094,Person,Nuisance Fire,48.770700000000005,-123.3763,0.0
302,20180811.1722,Person,Nuisance Fire,49.352900000000005,-121.3273,0.0
303,20040727.2037,Person,Nuisance Fire,49.4333,-124.9,0.0
304,20040727.1921,Person,Nuisance Fire,49.288900000000005,-124.5852,0.0
305,20090805.091,Person,Nuisance Fire,50.0651,-124.9891,0.0
306,20180529.115,Person,Nuisance Fire,49.079800000000006,-125.7838,0.0
307,20100727.2102,Person,Nuisance Fire,49.792100000000005,-124.4011,0.0
308,20080804.1836,Person,Nuisance Fire,48.9279,-123.6268,0.0
309,20101108.1734,Person,Nuisance Fire,48.6364,-123.6144,0.0
310,20090806.2217,Person,Nuisance Fire,49.3915,-123.5154,0.0
311,20140501.0931,Person,Nuisance Fire,49.6713,-125.0835,0.0
312,20110604.221,Person,Nuisance Fire,49.4999,-123.8018,0.0
313,20100812.2153,Person,Nuisance Fire,52.4347,-126.3848,0.0
314,20090808.16,Person,Nuisance Fire,49.28,-124.58,0.0
315,20070715.1902,Person,Nuisance Fire,49.7267,-120.4415,0.0
316,20020513.1523,Person,Nuisance Fire,51.2509,-116.9212,0.0
317,20070916.1656,Person,Nuisance Fire,49.1184,-122.1835,0.0
318,20110814.0727,Person,Nuisance Fire,48.4125,-124.0109,0.0
319,20170904.1141,Person,Nuisance Fire,48.8367,-123.8288,0.0
320,20070816.1814,Lightning,Nuisance Fire,50.2498,-122.1406,0.0
321,20090731.16,Person,Nuisance Fire,51.26,-116.98,0.0
322,20180519.1624,Person,Nuisance Fire,49.4907,-123.0836,0.0
323,20090715.1421,Person,Duplicate,49.9656,-126.0625,0.0
324,20171011.1451,Unknown,Smoke Chase,54.8566,-122.8893,0.0
325,20080909.0922,Person,Nuisance Fire,49.159400000000005,-124.6968,0.0
326,20170705.1528,Unknown,Smoke Chase,56.7665,-121.1919,0.0
327,20051001.1239,Person,Nuisance Fire,49.331500000000005,-122.7167,0.0
328,20110828.1803,Person,Nuisance Fire,49.4417,-121.851,0.0
329,20100527.1808,Person,Nuisance Fire,49.4256,-123.4826,0.0
330,20100905.1358,Person,Nuisance Fire,49.3111,-122.318,0.0
331,20080904.1709,Person,Nuisance Fire,49.258300000000006,-117.1833,0.0
332,20170707.1525,Lightning,Fire,52.285900000000005,-122.0646,0.0
333,20070903.111,Person,Nuisance Fire,49.2449,-119.6276,0.0
334,20170707.1503,Lightning,Fire,52.0264,-122.7763,0.0
335,20090704.1727,Person,Nuisance Fire,49.5356,-121.8727,0.0
336,20030722.0645,Person,Nuisance Fire,49.1392,-120.885,0.0
337,20180620.1606,Lightning,Duplicate,50.0386,-126.4067,0.0
338,20081004.1555,Person,Nuisance Fire,49.328,-121.6073,0.0
339,20100913.1504,Person,Nuisance Fire,48.5595,-123.5724,0.0
340,20120818.1644,Person,Nuisance Fire,49.7319,-122.3276,0.0
341,20090607.1056,Person,Nuisance Fire,48.8072,-123.9586,0.0
342,20170707.1438,Lightning,Fire,52.797,-121.0615,0.0
343,20100902.201,Person,Nuisance Fire,49.3279,-121.2896,0.0
344,20110602.15,Person,Nuisance Fire,50.1525,-122.9259,0.0
345,20070707.1131,Person,Nuisance Fire,49.706,-123.9747,0.0
346,20090518.1543,Person,Nuisance Fire,49.5959,-121.9295,0.0
347,20090521.0838,Person,Nuisance Fire,49.2028,-124.0778,0.0
348,20100803.1332,Lightning,Nuisance Fire,49.2502,-122.4468,0.0
349,20090705.1744,Person,Nuisance Fire,49.2913,-124.382,0.0
350,20100719.2133,Person,Nuisance Fire,49.2377,-124.054,0.0
351,20110801.1419,Person,Nuisance Fire,49.439800000000005,-121.7787,0.0
352,20120521.153,Person,Nuisance Fire,49.6331,-121.9713,0.0
353,20121024.1258,Person,Nuisance Fire,50.243300000000005,-126.4797,0.0
354,20170903.0644,Person,Nuisance Fire,49.4512,-121.2538,0.0
355,20100711.184,Person,Nuisance Fire,49.432500000000005,-121.841,0.0
356,20090522.2332,Person,Nuisance Fire,50.1304,-122.9316,0.0
357,20100731.1922,Person,Nuisance Fire,50.5322,-127.4355,0.0
358,20030807.2155,Person,Nuisance Fire,49.6605,-125.0915,0.0
359,20120902.1358,Person,Nuisance Fire,49.237300000000005,-121.6031,0.0
360,20170707.1443,Lightning,Fire,51.9608,-125.0987,0.0
361,20090725.2025,Person,Nuisance Fire,49.6951,-125.0025,0.0
362,20120825.1458,Person,Nuisance Fire,50.5318,-127.4328,0.0
363,20130701.1606,Person,Nuisance Fire,49.4389,-121.2917,0.0
364,20090903.1327,Person,Nuisance Fire,50.9103,-119.4535,0.0
365,20120804.2125,Person,Nuisance Fire,54.249500000000005,-128.4844,0.0
366,20080516.1454,Person,Nuisance Fire,49.313,-124.6616,0.0
367,20100727.0741,Person,Nuisance Fire,49.1102,-121.8795,0.0
368,20100912.1454,Person,Nuisance Fire,49.6037,-121.8252,0.0
369,20100824.1309,Person,Nuisance Fire,49.3443,-124.9124,0.0
370,20090517.0826,Person,Nuisance Fire,54.1903,-125.51,0.0
371,20070510.1502,Person,Nuisance Fire,49.562000000000005,-121.4098,0.0
372,20090629.1721,Person,Nuisance Fire,49.085,-124.2996,0.0
373,20000728.13,Person,Nuisance Fire,56.3333,-121.0,0.0
374,20090815.2116,Person,Nuisance Fire,49.0325,-122.6452,0.0
375,20110523.2056,Person,Nuisance Fire,49.5946,-121.9262,0.0
376,20100524.1546,Person,Nuisance Fire,49.2954,-124.4706,0.0
377,20080531.2348,Person,Nuisance Fire,49.23,-121.76,0.0
378,20000811.1315,Person,Nuisance Fire,53.7,-122.6917,0.0
379,20100730.1459,Person,Nuisance Fire,50.527,-127.4338,0.0
380,20090723.1403,Person,Nuisance Fire,49.299800000000005,-121.9325,0.0
381,20020623.1136,Person,Nuisance Fire,50.166700000000006,-122.9317,0.0
382,20100704.1924,Person,Nuisance Fire,49.2984,-122.3314,0.0
